course_id,course_name,professor_id,professor_name,student_ids,day,time,student_count,professor_busy,course_repeat,preferred_slot
C13246,Biology,P07760,Prof. Smith,"S77002,S01140,S86206,S82194,S24420,S16054,S53856,S26236,S72099,S72990,S50489,S23352,S19060,S97179,S42916,S48565,S43267,S06365,S23130",Friday,11:00,11,32,22,Wednesday-12:00
C70313,Physics,P82131,Prof. Smith,"S76818,S76411,S02964,S29637,S27132,S45325,S05352,S00164,S25990,S98338,S71150,S23531,S03525,S03748,S08899,S82021,S55813,S52108,S23669,S15064,S29951,S95568,S19882,S22631",Thursday,12:00,30,32,33,Tuesday-11:00
C36809,Biology,P68286,Prof. Johnson,"S96342,S86789,S46686,S52393,S02132,S47816,S13380,S20034,S85697,S83439,S58944,S87300,S31178,S34709,S77254,S37353,S47435,S08084,S39846,S35869,S74377,S26897,S87252,S83306,S40762,S50261,S84620,S13339,S39562,S67022",Tuesday,16:00,40,22,22,Wednesday-12:00
C44097,Biology,P46314,Prof. Smith,"S47461,S20923,S95304,S94834,S96437,S99508,S10371,S26741,S12800,S18545,S23763,S97619,S79755,S29491,S49613,S65340,S97068,S04559,S15019,S98580,S39388,S65333,S54997,S87983,S24306,S54175",Wednesday,09:00,35,32,22,Wednesday-12:00
C76179,Physics,P88841,Prof. Miller,"S01956,S07856,S69121,S12722,S09243,S47426,S54905,S82773,S99936,S45828,S11016,S28961,S42914,S12203,S61996,S82669,S45146,S19489,S35351,S00346,S29164",Monday,15:00,17,35,33,Tuesday-11:00
C22284,CS,P70461,Prof. Brown,"S28887,S35474,S72606,S25501,S49217,S53175,S16553,S80875,S88745,S58173,S37723,S16144,S04780,S25237,S26391",Friday,16:00,43,29,17,
C86441,Philosophy,P23956,Prof. Brown,"S85901,S96676,S48548,S30413,S73221,S15813,S24448,S81137,S04781,S49931,S88738,S64351,S56781,S13472,S74569,S71779,S85371,S57374,S25679,S09566,S95581,S99418,S24391,S82243,S20700,S14002,S73920",Tuesday,12:00,10,29,28,Friday-12:00
C72431,Math,P90393,Prof. Williams,"S91635,S14290,S94861,S28992,S05639,S97078,S48329,S98080,S78648,S12780,S68078,S06541,S75543,S43465,S87714",Monday,14:00,36,18,29,
C14359,Economics,P39338,Prof. Williams,"S38568,S65183,S54895,S87317,S39538,S73270,S80745,S04501,S71169,S63990,S08319,S62007,S02767,S81689,S29184,S65519,S43441,S97289,S90320,S13220,S20657,S68064,S84041,S46923,S51584,S17005",Wednesday,10:00,30,18,24,Tuesday-14:00
C89943,Philosophy,P48628,Prof. Miller,"S74641,S17726,S01541,S74948,S26170,S97088,S13300,S35702,S99283,S03972,S14403,S94330,S01507,S88881,S63731,S57679,S93601,S62289,S85682,S30015,S30012,S21325,S22481,S59079,S80603,S73671,S78162,S65646,S79248",Thursday,11:00,41,35,28,Friday-12:00
C35539,Philosophy,P63719,Prof. Smith,"S48652,S08896,S75218,S19249,S65925,S17980,S01944,S29796,S68714,S57323,S92831,S47959,S38168,S53206",Tuesday,15:00,47,32,28,Friday-12:00
C61228,CS,P80421,Prof. Miller,"S23725,S02845,S37752,S72974,S41732,S84362,S17720,S81875,S39242,S48364,S10413,S42600,S96035,S96120,S60247,S10970",Friday,16:00,37,35,17,
C12479,Math,P03004,Prof. Brown,"S95207,S24932,S07178,S30663,S68642,S53589,S76347,S69541,S68287,S80648,S10085,S52908,S62011,S95763",Tuesday,16:00,23,29,29,
C89396,Physics,P42900,Prof. Davis,"S02104,S84235,S48860,S93486,S18824,S42039,S58021,S97226,S47242,S26341,S22145,S73378,S43376,S16732,S45998,S88492,S05215,S34637,S54650,S87945,S51443,S99846",Wednesday,11:00,20,21,33,Tuesday-11:00
C53914,History,P91403,Prof. Smith,"S50959,S74631,S15357,S08174,S36236,S33406,S34285,S94989,S14041,S03221,S56423,S35253",Thursday,11:00,24,32,26,Friday-14:00
C40604,History,P59971,Prof. Miller,"S85793,S58558,S16427,S78458,S09885,S12649,S53710,S65935,S31635,S68863,S84883,S30174,S10289,S82920,S28090,S62564,S81571,S78128,S19856,S76443,S34816,S60829,S79773,S83572,S34124",Wednesday,11:00,6,35,26,Friday-14:00
C13878,CS,P99006,Prof. Brown,"S25360,S89642,S38010,S39128,S93822,S51482,S36929,S23258,S76444,S73548,S03064,S86753,S93757,S48237,S88345,S25684,S41385,S02671,S09665,S24857,S92588,S95046",Friday,09:00,32,29,17,
C72068,Physics,P04339,Prof. Jones,"S69214,S96042,S60706,S99345,S49745,S50123,S84461,S80350,S77960,S18283,S40881,S06226,S78406,S24514,S94645,S33955,S00842,S88478,S19425,S50486,S88349",Thursday,09:00,20,19,33,Tuesday-11:00
C09689,Philosophy,P56081,Prof. Jones,"S48949,S98122,S07407,S77460,S95882,S74954,S18680,S19049,S11708,S80589,S92269,S43321,S68965,S62688,S58306,S99930,S88400,S67247,S88294,S21032,S58220,S26732,S09336,S31291,S97761,S55630,S76446,S82404",Thursday,09:00,43,19,28,Friday-12:00
C88976,Math,P26672,Prof. Miller,"S47889,S08019,S52676,S95967,S94581,S34678,S24032,S92541,S05467,S50517,S95668,S13592,S94180",Friday,09:00,14,35,29,
C55811,Physics,P90084,Prof. Wilson,"S34942,S41032,S24775,S49670,S91451,S74368,S97639,S81802,S15976,S18879,S77715,S37720,S97786,S39832,S60836,S03780,S27693,S08062,S80252,S99229,S45738",Friday,11:00,17,24,33,Tuesday-11:00
C96205,CS,P43043,Prof. Brown,"S08992,S94897,S53104,S42471,S68249,S07184,S07473,S36730,S64041,S97513,S58707,S45189,S45913,S30094,S71024",Friday,16:00,8,29,17,
C42634,CS,P26394,Prof. Williams,"S43928,S73653,S71978,S35018,S02306,S49514,S56180,S01249,S94375,S56195,S36267,S84529,S40381,S90604,S74017,S24297,S82030",Monday,15:00,40,18,17,
C36401,Math,P02857,Prof. Wilson,"S91569,S48002,S76739,S13649,S35608,S37333,S42623,S98584,S88562,S84812,S97637,S96687",Friday,14:00,19,24,29,
C73058,Physics,P08175,Prof. Jones,"S76161,S04055,S74369,S20264,S92088,S60666,S19564,S27479,S00298,S63442,S20615,S58595,S88307,S31233",Wednesday,10:00,46,19,33,Tuesday-11:00
C16099,Economics,P46837,Prof. Johnson,"S93388,S28144,S25666,S60813,S50381,S72036,S63862,S12848,S66936,S98794,S57906,S96979,S70815,S95502,S87511,S19961,S12593,S98170,S52348,S73030,S54481,S17898,S64524,S19823,S37830,S82814,S84176,S85044",Tuesday,10:00,24,22,24,Tuesday-14:00
C27409,History,P29661,Prof. Williams,"S54233,S87570,S99579,S48829,S50426,S50662,S12711,S49457,S42305,S81820,S14334,S58948,S41942,S86978,S59000,S17711,S89078,S05807,S58816,S48125,S42506,S97779,S00686,S31279,S29190,S06555,S45976,S29336,S78653",Tuesday,16:00,16,18,26,Friday-14:00
C49877,History,P49243,Prof. Wilson,"S34068,S91038,S73105,S26366,S83703,S84001,S44214,S52260,S20396,S44668",Wednesday,12:00,5,24,26,Friday-14:00
C21478,Math,P32695,Prof. Miller,"S58528,S17726,S08522,S48222,S27284,S49043,S28355,S91889,S99740,S32590,S77372,S05041,S97769,S19862,S30143,S59270,S84565,S92034",Friday,16:00,29,35,29,
C26693,Philosophy,P07579,Prof. Brown,"S63495,S77697,S39789,S17596,S46692,S02503,S69409,S30322,S96982,S88603,S80100",Friday,11:00,21,29,28,Friday-12:00
C28768,Economics,P35911,Prof. Davis,"S08513,S46514,S24426,S54315,S70825,S85068,S73999,S25006,S82121,S06624,S49412,S66166,S84957,S43501,S70535,S49966,S19677,S74107,S36111,S77000,S44057,S29239,S37857,S55706,S64748,S62049,S81010,S89325,S39891",Wednesday,10:00,23,21,24,Tuesday-14:00
C44262,History,P72566,Prof. Smith,"S97409,S17915,S72059,S73047,S52239,S61307,S25231,S32802,S84134,S85684,S90733,S31158,S24456,S40663,S94414,S78314,S98395,S28602,S88307,S64855,S70155,S13468,S32155,S58889,S91485,S92831,S90990,S94714",Thursday,16:00,17,32,26,Friday-14:00
C89460,Chemistry,P96844,Prof. Miller,"S79458,S55789,S54899,S20788,S41093,S27692,S79855,S38841,S68009,S99338,S05185",Wednesday,16:00,42,35,21,Thursday-13:00
C66057,CS,P51190,Prof. Johnson,"S61288,S07311,S76506,S88777,S43151,S67266,S63095,S61439,S34779,S06556,S44245,S46368,S63579,S17569,S93514,S63793,S84854,S82933,S42337,S52986,S15477,S37177,S99154,S41333,S28640,S87972,S36467,S82958",Tuesday,13:00,40,22,17,
C82709,Physics,P32600,Prof. Johnson,"S90483,S36519,S51412,S20607,S30553,S44679,S80207,S81377,S40937,S22106,S16438,S38431",Tuesday,15:00,23,22,33,Tuesday-11:00
C19099,Philosophy,P66613,Prof. Johnson,"S72008,S11606,S24169,S01685,S42249,S70218,S09309,S58916,S67605,S90933,S87169,S11062,S69756,S86949,S03171,S71713,S45203,S97188",Wednesday,13:00,13,22,28,Friday-12:00
C22457,Physics,P48872,Prof. Miller,"S70700,S89796,S48890,S45937,S34104,S86126,S10752,S13990,S44280,S81549",Thursday,14:00,43,35,33,Tuesday-11:00
C95027,CS,P57271,Prof. Williams,"S80443,S64083,S32123,S21795,S42273,S42498,S62230,S44120,S34097,S75785,S26640,S98405,S26453,S10153,S36300,S30802,S90328,S80877,S60558,S12556,S34256,S47202,S69484,S16870,S96762",Thursday,12:00,9,18,17,
C16982,Chemistry,P88012,Prof. Brown,"S52606,S21240,S77809,S67181,S76937,S18763,S83768,S25605,S69258,S25801,S38296,S24445,S29417,S97849,S04587,S95493,S01773,S61921",Thursday,13:00,38,29,21,Thursday-13:00
C16630,History,P25389,Prof. Miller,"S68721,S16309,S20332,S03885,S26230,S21255,S51571,S74342,S47859,S72483,S61899,S18073,S13079,S08527,S29122,S11273,S83298,S52126,S29767,S02885,S26686,S77453,S25430,S59924",Thursday,15:00,16,35,26,Friday-14:00
C22824,Physics,P05523,Prof. Jones,"S33653,S29048,S47274,S01765,S46729,S75770,S55181,S10430,S33813,S45191,S34597,S91242,S68398,S15851,S06465,S08134,S81427,S75013,S05861,S99815",Tuesday,10:00,41,19,33,Tuesday-11:00
C13239,Philosophy,P13046,Prof. Miller,"S46527,S36539,S16440,S33465,S16949,S54674,S80366,S86601,S01257,S39642,S14093,S99738,S17916,S92699,S42470,S93711,S63050,S00820,S46279,S82845,S16102,S89576,S41059,S12438,S98421,S50570,S68183,S27934",Wednesday,11:00,33,35,28,Friday-12:00
C92400,Math,P03290,Prof. Wilson,"S50897,S68527,S26866,S00264,S74593,S69768,S98551,S83076,S66351,S88652,S20039,S23899,S36855,S44029,S69889,S28983,S87861,S22168,S53257,S86614,S73487,S32850",Monday,11:00,49,24,29,
C71163,Biology,P51077,Prof. Miller,"S02610,S64581,S85000,S11831,S38832,S69190,S06021,S87317,S31180,S69544,S91224,S43997,S63976,S17845,S51633,S64048,S98699,S73053,S33366,S52919,S78261,S64239,S32170,S72918,S79515,S57584,S65802",Thursday,14:00,29,35,22,Wednesday-12:00
C38308,Math,P78594,Prof. Miller,"S84549,S27339,S90345,S61832,S59871,S73038,S84929,S55329,S26742,S17790,S84894,S81689,S47325,S25426,S96375,S54775,S07248,S82691,S77359,S72898,S48610,S67926,S44790,S90324,S87634,S13893,S87313,S71308",Wednesday,14:00,9,35,29,
C46090,History,P48488,Prof. Wilson,"S13469,S10314,S10595,S09524,S04077,S09206,S06892,S75666,S55178,S26096,S14152,S06920,S58851,S80778,S54152,S65354,S96166,S93645,S30296,S28977,S13028",Wednesday,15:00,34,24,26,Friday-14:00
C97038,Chemistry,P39197,Prof. Davis,"S74265,S95402,S47352,S17377,S55322,S93432,S49759,S66247,S71638,S53381,S12671,S18023,S12412,S14270,S84323",Friday,16:00,34,21,21,Thursday-13:00
C94521,Physics,P94597,Prof. Miller,"S43317,S73065,S48162,S15219,S53601,S93089,S40123,S41117,S11634,S11081,S00188,S01631,S53036,S01421,S05493,S85923,S40382,S70445,S67137,S43104,S13960,S39238,S44579,S82084,S13278,S61329,S86772,S72886,S05977",Friday,10:00,42,35,33,Tuesday-11:00
C56460,Chemistry,P44566,Prof. Davis,"S68097,S07961,S06484,S31677,S96792,S57703,S92776,S32889,S22939,S23653,S16569,S58796,S21783,S39871,S10124,S51134,S78927,S00794,S47007,S98048,S02655",Thursday,10:00,34,21,21,Thursday-13:00
C56455,Math,P07397,Prof. Brown,"S92823,S11766,S77598,S26703,S65151,S88182,S32176,S58363,S96058,S19089,S19005,S78055,S87001,S95858,S98608,S47002,S99559,S83296,S92516,S31810,S61693,S53471,S71468,S92801,S00515,S44359,S37757",Friday,13:00,26,29,29,
C78085,Biology,P23642,Prof. Johnson,"S43267,S45272,S43102,S59692,S14907,S87872,S69449,S13440,S21693,S14633,S12841,S92204",Friday,10:00,36,22,22,Wednesday-12:00
C95629,Philosophy,P86274,Prof. Smith,"S63217,S75486,S72365,S04874,S25508,S60627,S27989,S33771,S24254,S97350,S47643,S19627,S85871,S03053,S19516,S02943,S57684,S51847,S44476,S87334,S87968,S69932,S65347,S01606,S45738,S21950,S48563",Monday,16:00,7,32,28,Friday-12:00
C16915,Math,P93949,Prof. Williams,"S20210,S79115,S35289,S90776,S57223,S45316,S53882,S17763,S60462,S54687,S43061,S67390,S45534,S02041,S63718,S95974,S32605,S39081,S32196,S37976,S06153,S57920,S85746,S85813,S89179,S07466,S53837",Friday,09:00,18,18,29,
C28103,Physics,P57659,Prof. Smith,"S43134,S66631,S82414,S12327,S10259,S60587,S14912,S85611,S93482,S80021,S97520,S90973,S43663,S74405,S80664,S32721,S76157,S14336",Friday,13:00,24,32,33,Tuesday-11:00
C90716,Economics,P96617,Prof. Smith,"S36568,S85813,S92465,S29247,S56546,S86251,S15674,S70012,S23753,S16709,S27043,S16587,S15079,S14562,S61321,S24988,S45422,S64693,S92510,S72778,S41685,S76778,S85140,S49502,S18449,S47980",Thursday,11:00,11,32,24,Tuesday-14:00
C88271,Math,P31629,Prof. Jones,"S15631,S04394,S45919,S92142,S25180,S91196,S58078,S11825,S92253,S50457,S72514,S88850,S01561,S00269,S35020,S45649,S23538,S98764,S18249,S53739,S74742,S77619,S95083",Tuesday,09:00,12,19,29,
C00957,History,P05131,Prof. Brown,"S02614,S69731,S09433,S64292,S49787,S42782,S91962,S25166,S89925,S47785,S50112,S49812,S55822,S76144,S21808,S58601,S37631,S14736,S64202,S85687,S69204,S19058,S76083,S10604,S48332,S29815,S02546,S09129,S04944",Tuesday,12:00,8,29,26,Friday-14:00
C58008,Economics,P59753,Prof. Brown,"S20812,S19225,S05807,S29029,S22914,S87136,S88547,S42127,S00930,S99462,S18951,S93670,S22227,S87768,S99677,S57460,S02013,S40408,S03314,S46963,S17565",Wednesday,11:00,7,29,24,Tuesday-14:00
C06551,Math,P88141,Prof. Miller,"S11611,S53568,S31198,S84868,S04305,S38383,S87852,S78197,S23586,S80705,S31429,S40330,S11043,S34311,S34047,S22333,S49942,S20064,S10758,S09235",Friday,14:00,32,35,29,
C97132,Physics,P42926,Prof. Williams,"S46358,S42303,S06713,S95151,S70154,S39239,S88719,S70563,S12556,S98884,S01019,S72442,S64526,S24748,S78105,S63431,S96055,S29812,S26152,S65268,S58072,S31172,S67615,S40734,S52033,S82856",Monday,15:00,43,18,33,Tuesday-11:00
C55587,Economics,P32349,Prof. Davis,"S58600,S21002,S64481,S38660,S90156,S46179,S11629,S63932,S38856,S16040",Monday,16:00,16,21,24,Tuesday-14:00
C60655,Economics,P62842,Prof. Williams,"S96545,S59973,S30131,S49149,S02643,S93126,S11988,S57175,S59773,S28035,S80011,S82473",Friday,09:00,27,18,24,Tuesday-14:00
C50674,Economics,P94629,Prof. Smith,"S13347,S26172,S28909,S52479,S89113,S11944,S87166,S61993,S74370,S37752,S79801,S43166,S00259,S95429,S98832,S05370,S88949,S04312,S86003,S64630,S10201,S00516,S32181,S70398",Thursday,10:00,40,32,24,Tuesday-14:00
C09038,History,P72297,Prof. Johnson,"S39386,S59352,S75716,S67236,S50179,S94052,S30268,S09309,S13580,S60781,S94689,S22498,S11822,S11504,S35071,S46156,S78172,S42548,S89739,S57901,S42206,S67268",Monday,16:00,14,22,26,Friday-14:00
C19814,Chemistry,P80038,Prof. Johnson,"S41188,S25276,S57309,S39055,S29755,S04531,S56092,S43048,S31674,S82817,S70740,S47208,S20003,S74939,S13485,S05873,S52906,S54922,S97147,S25899,S83648,S68335,S22001,S96071,S83002,S77936,S67487,S33080",Friday,12:00,10,22,21,Thursday-13:00
C19680,Physics,P97188,Prof. Miller,"S83942,S36349,S91876,S02522,S20189,S07282,S24051,S27682,S65435,S55662,S85750,S95823,S49465,S23812,S64585,S56190,S15950,S48280,S41693,S00724,S36971,S79932,S03516,S11264",Monday,16:00,41,35,33,Tuesday-11:00
C79135,Chemistry,P16192,Prof. Jones,"S43013,S78590,S67764,S23381,S86257,S37794,S46118,S96145,S52132,S86364,S11113,S49628,S35925,S91152,S30383,S66387,S25493,S73826,S33157,S02270",Friday,09:00,31,19,21,Thursday-13:00
C11971,Chemistry,P91553,Prof. Williams,"S51112,S49671,S57147,S29122,S58642,S86812,S43231,S64951,S18978,S48201,S75056,S18193,S89216,S45589,S03868,S47823,S39477,S27027,S15264,S63704,S19364,S75516,S29343,S14227,S31011,S29652,S69649,S02165,S16635",Tuesday,12:00,8,18,21,Thursday-13:00
C01873,Philosophy,P73552,Prof. Brown,"S51387,S07305,S46733,S78106,S37458,S18506,S42047,S27488,S47053,S79585,S70892,S18812,S91344,S78963,S37221,S06809,S84006,S98348,S16854,S14560,S33584,S79122,S74751",Tuesday,12:00,27,29,28,Friday-12:00
C93493,CS,P04533,Prof. Jones,"S87133,S44484,S53435,S67408,S20264,S53230,S79351,S45654,S97882,S93563,S80364,S78794,S12256",Wednesday,12:00,34,19,17,
C54150,History,P37384,Prof. Miller,"S63692,S99722,S94779,S37838,S66236,S40431,S38118,S93383,S62035,S49009,S33377,S52841,S66564,S59955,S29840,S65578,S29594,S07090,S10393,S34540,S79289,S35378,S47194,S94332",Thursday,14:00,31,35,26,Friday-14:00
C06976,Economics,P42344,Prof. Jones,"S56790,S58150,S80371,S54720,S44855,S27301,S62699,S40384,S62127,S13410,S65292,S84679,S40772,S70322,S48262,S02657,S96276,S89955,S21178,S81564",Thursday,16:00,15,19,24,Tuesday-14:00
C28495,CS,P83671,Prof. Brown,"S92635,S74385,S24068,S43992,S53736,S98729,S54897,S68487,S89378,S31589,S04749,S00570,S00177,S28423,S88706,S83729,S45686,S11607,S24822,S35849,S83438",Thursday,09:00,46,29,17,
C43038,History,P84747,Prof. Williams,"S65381,S76318,S21948,S96394,S64465,S08658,S30226,S20399,S96403,S64610,S41740,S92777,S14416,S67132,S56114,S54204,S08176,S18786,S68533,S85513,S53762,S92504,S40055,S26260,S81838,S31092,S71383,S07475",Friday,13:00,26,18,26,Friday-14:00
C93887,Chemistry,P01671,Prof. Miller,"S13921,S19304,S48763,S50370,S85326,S47660,S03469,S03878,S60213,S55512,S32242,S09173,S10783,S26046",Tuesday,11:00,39,35,21,Thursday-13:00
C08135,Economics,P96861,Prof. Jones,"S04985,S44368,S90436,S13444,S03465,S52599,S87920,S77032,S51790,S81857,S70519,S21221",Friday,11:00,27,19,24,Tuesday-14:00
C66986,History,P52572,Prof. Smith,"S16402,S76668,S53699,S74626,S14159,S10075,S32979,S58002,S74611,S64144,S03087,S24528,S30435,S55456,S06900,S17879,S72238",Thursday,15:00,7,32,26,Friday-14:00
C84637,History,P71226,Prof. Davis,"S13732,S20309,S57670,S61881,S21732,S90224,S00780,S95259,S34559,S58238,S93242,S38542,S16984,S25234,S00818,S67296,S10927,S25355,S09598,S94894,S20960,S81634",Monday,09:00,49,21,26,Friday-14:00
C91220,CS,P12661,Prof. Miller,"S99237,S11494,S59683,S25209,S14997,S77059,S48215,S81429,S94041,S15240,S57772,S92417,S97271,S73533,S81457,S71503,S63282,S01373,S96467,S67426,S83329,S18416,S44722,S86225,S54738,S59824,S23449,S48540",Monday,13:00,29,35,17,
C51810,Physics,P76802,Prof. Davis,"S10479,S33687,S76298,S42394,S91253,S60658,S73993,S63405,S72006,S40747,S83887,S75586,S30824,S31526,S60284,S38488,S69962,S38200,S67355,S64720,S78933,S16024,S53528",Thursday,15:00,26,21,33,Tuesday-11:00
C13430,Chemistry,P32130,Prof. Williams,"S71998,S13946,S34730,S37185,S70784,S37300,S65667,S69688,S12829,S85923,S95710,S45243,S43398,S94783,S18146,S85213",Tuesday,10:00,47,18,21,Thursday-13:00
C54021,Biology,P08992,Prof. Brown,"S18300,S09129,S82466,S71286,S57419,S33823,S88249,S69729,S27418,S56603,S94116,S07717,S52228,S90152,S47499,S89797,S99151,S18257,S42831,S19521,S78798,S62272",Wednesday,12:00,23,29,22,Wednesday-12:00
C41301,Philosophy,P64294,Prof. Smith,"S64168,S47814,S66215,S15326,S32595,S60939,S69077,S89809,S51292,S54647,S22716,S97028,S00785,S50250,S74268,S20352,S90940,S33933,S87396,S98733,S11839,S55087,S73565,S18610,S89490,S03576,S11061",Friday,09:00,14,32,28,Friday-12:00
C54573,Economics,P39864,Prof. Wilson,"S42580,S39221,S76691,S82299,S87691,S62096,S22179,S45986,S25949,S51085",Monday,12:00,48,24,24,Tuesday-14:00
C13241,Economics,P17595,Prof. Brown,"S38140,S74970,S67332,S25156,S86720,S30006,S83161,S61409,S47510,S44614,S15311,S82336,S79288,S08612,S15345",Wednesday,15:00,15,29,24,Tuesday-14:00
C21975,Economics,P93832,Prof. Smith,"S25594,S31406,S98192,S62174,S80321,S83555,S07918,S33905,S24989,S77465,S36675",Monday,13:00,25,32,24,Tuesday-14:00
C95754,Math,P53349,Prof. Jones,"S92581,S22981,S21301,S49244,S16261,S19427,S98206,S94285,S20363,S45849,S81974",Friday,11:00,8,19,29,
C29119,Economics,P86033,Prof. Smith,"S65631,S05357,S81681,S03898,S03968,S76697,S70864,S65915,S93156,S10860,S46894,S01876,S72260,S77025,S03144,S45804,S15909,S24453,S56307,S74577,S84325,S51496,S17815,S15312",Monday,11:00,30,32,24,Tuesday-14:00
C58060,History,P07607,Prof. Smith,"S64076,S47950,S15669,S64528,S00058,S77818,S59963,S44524,S57257,S63146,S95982,S00266,S75600,S16643,S54529,S28807,S82912,S05574,S03552,S21536,S45107,S83940,S89243",Monday,15:00,6,32,26,Friday-14:00
